Force,E,v,Start,Displacement
100.000000,6000.000000,0.400000,0.765891,0.776131
100.000000,6000.000000,0.410000,0.767926,0.778594
100.000000,6000.000000,0.420000,0.770206,0.781388
100.000000,6000.000000,0.430000,0.772791,0.784597
100.000000,6000.000000,0.440000,0.775771,0.788347
100.000000,6000.000000,0.450000,0.779281,0.792828
100.000000,6000.000000,0.460000,0.783557,0.798356
100.000000,6000.000000,0.470000,0.789051,0.805507
100.000000,6000.000000,0.480000,0.796816,0.815526
100.000000,6000.000000,0.490000,0.810417,0.832073
100.000000,6100.000000,0.000000,0.751777,0.757814
100.000000,6100.000000,0.010000,0.751557,0.757649
100.000000,6100.000000,0.020000,0.751359,0.757504
100.000000,6100.000000,0.030000,0.751182,0.757381
100.000000,6100.000000,0.040000,0.751027,0.757279
100.000000,6100.000000,0.050000,0.750894,0.757201
100.000000,6100.000000,0.060000,0.750784,0.757145
100.000000,6100.000000,0.070000,0.750698,0.757112
100.000000,6100.000000,0.080000,0.750636,0.757104
100.000000,6100.000000,0.090000,0.750599,0.757120
100.000000,6100.000000,0.100000,0.750587,0.757163
100.000000,6100.000000,0.110000,0.750601,0.757231
100.000000,6100.000000,0.120000,0.750642,0.757327
100.000000,6100.000000,0.130000,0.750710,0.757451
100.000000,6100.000000,0.140000,0.750807,0.757603
100.000000,6100.000000,0.150000,0.750934,0.757787
100.000000,6100.000000,0.160000,0.751090,0.758001
100.000000,6100.000000,0.170000,0.751279,0.758248
100.000000,6100.000000,0.180000,0.751500,0.758529
100.000000,6100.000000,0.190000,0.751755,0.758846
100.000000,6100.000000,0.200000,0.752045,0.759199
100.000000,6100.000000,0.210000,0.752372,0.759592
100.000000,6100.000000,0.220000,0.752738,0.760026
100.000000,6100.000000,0.230000,0.753144,0.760503
100.000000,6100.000000,0.240000,0.753593,0.761026
100.000000,6100.000000,0.250000,0.754087,0.761597
100.000000,6100.000000,0.260000,0.754627,0.762220
100.000000,6100.000000,0.270000,0.755217,0.762898
100.000000,6100.000000,0.280000,0.755861,0.763635
100.000000,6100.000000,0.290000,0.756560,0.764435
100.000000,6100.000000,0.300000,0.757320,0.765304
100.000000,6100.000000,0.310000,0.758145,0.766247
100.000000,6100.000000,0.320000,0.759040,0.767272
100.000000,6100.000000,0.330000,0.760011,0.768387
100.000000,6100.000000,0.340000,0.761064,0.769600
100.000000,6100.000000,0.350000,0.762208,0.770923
100.000000,6100.000000,0.360000,0.763454,0.772370
100.000000,6100.000000,0.370000,0.764812,0.773958
100.000000,6100.000000,0.380000,0.766297,0.775707
100.000000,6100.000000,0.390000,0.767929,0.777643
100.000000,6100.000000,0.400000,0.769729,0.779801
100.000000,6100.000000,0.410000,0.771730,0.782223
100.000000,6100.000000,0.420000,0.773973,0.784971
100.000000,6100.000000,0.430000,0.776516,0.788128
100.000000,6100.000000,0.440000,0.779447,0.791817
100.000000,6100.000000,0.450000,0.782900,0.796224
100.000000,6100.000000,0.460000,0.787106,0.801661
100.000000,6100.000000,0.470000,0.792509,0.808696
100.000000,6100.000000,0.480000,0.800146,0.818551
100.000000,6100.000000,0.490000,0.813525,0.834826
100.000000,6200.000000,0.000000,0.755781,0.761721
100.000000,6200.000000,0.010000,0.755564,0.761558
100.000000,6200.000000,0.020000,0.755369,0.761415
100.000000,6200.000000,0.030000,0.755195,0.761294
100.000000,6200.000000,0.040000,0.755042,0.761194
100.000000,6200.000000,0.050000,0.754912,0.761117
100.000000,6200.000000,0.060000,0.754804,0.761062
100.000000,6200.000000,0.070000,0.754719,0.761030
100.000000,6200.000000,0.080000,0.754658,0.761022
100.000000,6200.000000,0.090000,0.754622,0.761038
100.000000,6200.000000,0.100000,0.754610,0.761079
100.000000,6200.000000,0.110000,0.754624,0.761147
100.000000,6200.000000,0.120000,0.754664,0.761241
100.000000,6200.000000,0.130000,0.754731,0.761363
100.000000,6200.000000,0.140000,0.754826,0.761513
100.000000,6200.000000,0.150000,0.754951,0.761693
100.000000,6200.000000,0.160000,0.755105,0.761904
100.000000,6200.000000,0.170000,0.755290,0.762147
100.000000,6200.000000,0.180000,0.755508,0.762424
100.000000,6200.000000,0.190000,0.755758,0.762735
100.000000,6200.000000,0.200000,0.756044,0.763083
100.000000,6200.000000,0.210000,0.756366,0.763470
100.000000,6200.000000,0.220000,0.756726,0.763896
100.000000,6200.000000,0.230000,0.757126,0.764366
100.000000,6200.000000,0.240000,0.757567,0.764880
100.000000,6200.000000,0.250000,0.758053,0.765442
100.000000,6200.000000,0.260000,0.758585,0.766055
100.000000,6200.000000,0.270000,0.759165,0.766722
100.000000,6200.000000,0.280000,0.759798,0.767447
100.000000,6200.000000,0.290000,0.760487,0.768234
100.000000,6200.000000,0.300000,0.761235,0.769089
100.000000,6200.000000,0.310000,0.762046,0.770018
100.000000,6200.000000,0.320000,0.762926,0.771026
100.000000,6200.000000,0.330000,0.763881,0.772122
100.000000,6200.000000,0.340000,0.764918,0.773316
100.000000,6200.000000,0.350000,0.766044,0.774618
100.000000,6200.000000,0.360000,0.767269,0.776042
100.000000,6200.000000,0.370000,0.768605,0.777604
100.000000,6200.000000,0.380000,0.770067,0.779324
100.000000,6200.000000,0.390000,0.771672,0.781229
100.000000,6200.000000,0.400000,0.773443,0.783352
100.000000,6200.000000,0.410000,0.775412,0.785736
100.000000,6200.000000,0.420000,0.777618,0.788440
100.000000,6200.000000,0.430000,0.780121,0.791546
100.000000,6200.000000,0.440000,0.783004,0.795175
100.000000,6200.000000,0.450000,0.786401,0.799511
100.000000,6200.000000,0.460000,0.790539,0.804860
100.000000,6200.000000,0.470000,0.795856,0.811781
100.000000,6200.000000,0.480000,0.803370,0.821477
100.000000,6200.000000,0.490000,0.816533,0.837490
100.000000,6300.000000,0.000000,0.759657,0.765503
100.000000,6300.000000,0.010000,0.759444,0.765342
100.000000,6300.000000,0.020000,0.759252,0.765202
100.000000,6300.000000,0.030000,0.759081,0.765083
100.000000,6300.000000,0.040000,0.758931,0.764985
100.000000,6300.000000,0.050000,0.758802,0.764908
100.000000,6300.000000,0.060000,0.758696,0.764854
100.000000,6300.000000,0.070000,0.758613,0.764823
100.000000,6300.000000,0.080000,0.758553,0.764815
100.000000,6300.000000,0.090000,0.758516,0.764831
100.000000,6300.000000,0.100000,0.758505,0.764872
100.000000,6300.000000,0.110000,0.758518,0.764938
100.000000,6300.000000,0.120000,0.758558,0.765031
100.000000,6300.000000,0.130000,0.758624,0.765151
100.000000,6300.000000,0.140000,0.758718,0.765299
100.000000,6300.000000,0.150000,0.758840,0.765476
100.000000,6300.000000,0.160000,0.758992,0.765683
100.000000,6300.000000,0.170000,0.759174,0.765923
100.000000,6300.000000,0.180000,0.759388,0.766195
100.000000,6300.000000,0.190000,0.759635,0.766501
100.000000,6300.000000,0.200000,0.759916,0.766844
100.000000,6300.000000,0.210000,0.760233,0.767224
100.000000,6300.000000,0.220000,0.760588,0.767644
100.000000,6300.000000,0.230000,0.760981,0.768106
100.000000,6300.000000,0.240000,0.761416,0.768612
100.000000,6300.000000,0.250000,0.761893,0.769165
100.000000,6300.000000,0.260000,0.762417,0.769768
100.000000,6300.000000,0.270000,0.762988,0.770425
100.000000,6300.000000,0.280000,0.763611,0.771138
100.000000,6300.000000,0.290000,0.764289,0.771913
100.000000,6300.000000,0.300000,0.765024,0.772755
100.000000,6300.000000,0.310000,0.765823,0.773668
100.000000,6300.000000,0.320000,0.766689,0.774660
100.000000,6300.000000,0.330000,0.767629,0.775739
100.000000,6300.000000,0.340000,0.768649,0.776914
100.000000,6300.000000,0.350000,0.769757,0.778195
100.000000,6300.000000,0.360000,0.770963,0.779596
100.000000,6300.000000,0.370000,0.772278,0.781134
100.000000,6300.000000,0.380000,0.773717,0.782827
100.000000,6300.000000,0.390000,0.775296,0.784702
100.000000,6300.000000,0.400000,0.777040,0.786791
100.000000,6300.000000,0.410000,0.778977,0.789137
100.000000,6300.000000,0.420000,0.781148,0.791798
100.000000,6300.000000,0.430000,0.783611,0.794855
100.000000,6300.000000,0.440000,0.786448,0.798426
100.000000,6300.000000,0.450000,0.789792,0.802693
100.000000,6300.000000,0.460000,0.793864,0.807958
100.000000,6300.000000,0.470000,0.799096,0.814769
100.000000,6300.000000,0.480000,0.806491,0.824311
100.000000,6300.000000,0.490000,0.819445,0.840070
100.000000,6400.000000,0.000000,0.763413,0.769167
100.000000,6400.000000,0.010000,0.763203,0.769009
100.000000,6400.000000,0.020000,0.763014,0.768871
100.000000,6400.000000,0.030000,0.762845,0.768754
100.000000,6400.000000,0.040000,0.762697,0.768657
100.000000,6400.000000,0.050000,0.762571,0.768582
100.000000,6400.000000,0.060000,0.762466,0.768528
100.000000,6400.000000,0.070000,0.762384,0.768498
100.000000,6400.000000,0.080000,0.762325,0.768490
100.000000,6400.000000,0.090000,0.762290,0.768505
100.000000,6400.000000,0.100000,0.762278,0.768546
100.000000,6400.000000,0.110000,0.762292,0.768611
100.000000,6400.000000,0.120000,0.762330,0.768702
100.000000,6400.000000,0.130000,0.762396,0.768820
100.000000,6400.000000,0.140000,0.762488,0.768966
100.000000,6400.000000,0.150000,0.762608,0.769140
100.000000,6400.000000,0.160000,0.762758,0.769345
100.000000,6400.000000,0.170000,0.762937,0.769580
100.000000,6400.000000,0.180000,0.763148,0.769848
100.000000,6400.000000,0.190000,0.763391,0.770150
100.000000,6400.000000,0.200000,0.763668,0.770487
100.000000,6400.000000,0.210000,0.763980,0.770861
100.000000,6400.000000,0.220000,0.764328,0.771275
100.000000,6400.000000,0.230000,0.764716,0.771729
100.000000,6400.000000,0.240000,0.765143,0.772228
100.000000,6400.000000,0.250000,0.765614,0.772772
100.000000,6400.000000,0.260000,0.766129,0.773366
100.000000,6400.000000,0.270000,0.766692,0.774012
100.000000,6400.000000,0.280000,0.767305,0.774714
100.000000,6400.000000,0.290000,0.767972,0.775477
100.000000,6400.000000,0.300000,0.768696,0.776305
100.000000,6400.000000,0.310000,0.769482,0.777205
100.000000,6400.000000,0.320000,0.770335,0.778181
100.000000,6400.000000,0.330000,0.771260,0.779243
100.000000,6400.000000,0.340000,0.772264,0.780400
100.000000,6400.000000,0.350000,0.773355,0.781661
100.000000,6400.000000,0.360000,0.774542,0.783040
100.000000,6400.000000,0.370000,0.775836,0.784553
100.000000,6400.000000,0.380000,0.777252,0.786220
100.000000,6400.000000,0.390000,0.778807,0.788066
100.000000,6400.000000,0.400000,0.780523,0.790122
100.000000,6400.000000,0.410000,0.782430,0.792432
100.000000,6400.000000,0.420000,0.784568,0.795051
100.000000,6400.000000,0.430000,0.786992,0.798060
100.000000,6400.000000,0.440000,0.789785,0.801575
100.000000,6400.000000,0.450000,0.793076,0.805776
100.000000,6400.000000,0.460000,0.797085,0.810958
100.000000,6400.000000,0.470000,0.802235,0.817663
100.000000,6400.000000,0.480000,0.809515,0.827056
100.000000,6400.000000,0.490000,0.822266,0.842569
100.000000,6500.000000,0.000000,0.767052,0.772718
100.000000,6500.000000,0.010000,0.766846,0.772563
100.000000,6500.000000,0.020000,0.766660,0.772427
100.000000,6500.000000,0.030000,0.766494,0.772311
100.000000,6500.000000,0.040000,0.766348,0.772216
100.000000,6500.000000,0.050000,0.766224,0.772142
100.000000,6500.000000,0.060000,0.766121,0.772090
100.000000,6500.000000,0.070000,0.766040,0.772059
100.000000,6500.000000,0.080000,0.765982,0.772051
100.000000,6500.000000,0.090000,0.765947,0.772067
100.000000,6500.000000,0.100000,0.765935,0.772106
100.000000,6500.000000,0.110000,0.765949,0.772171
100.000000,6500.000000,0.120000,0.765987,0.772261
100.000000,6500.000000,0.130000,0.766051,0.772377
100.000000,6500.000000,0.140000,0.766142,0.772520
100.000000,6500.000000,0.150000,0.766261,0.772692
100.000000,6500.000000,0.160000,0.766408,0.772893
100.000000,6500.000000,0.170000,0.766584,0.773125
100.000000,6500.000000,0.180000,0.766792,0.773389
100.000000,6500.000000,0.190000,0.767031,0.773686
100.000000,6500.000000,0.200000,0.767304,0.774018
100.000000,6500.000000,0.210000,0.767611,0.774386
100.000000,6500.000000,0.220000,0.767954,0.774794
100.000000,6500.000000,0.230000,0.768336,0.775241
100.000000,6500.000000,0.240000,0.768757,0.775732
100.000000,6500.000000,0.250000,0.769220,0.776268
100.000000,6500.000000,0.260000,0.769727,0.776852
100.000000,6500.000000,0.270000,0.770281,0.777489
100.000000,6500.000000,0.280000,0.770885,0.778180
100.000000,6500.000000,0.290000,0.771541,0.778931
100.000000,6500.000000,0.300000,0.772255,0.779747
100.000000,6500.000000,0.310000,0.773029,0.780632
100.000000,6500.000000,0.320000,0.773868,0.781594
100.000000,6500.000000,0.330000,0.774779,0.782640
100.000000,6500.000000,0.340000,0.775768,0.783778
100.000000,6500.000000,0.350000,0.776842,0.785020
100.000000,6500.000000,0.360000,0.778010,0.786378
100.000000,6500.000000,0.370000,0.779285,0.787868
100.000000,6500.000000,0.380000,0.780679,0.789509
100.000000,6500.000000,0.390000,0.782210,0.791327
100.000000,6500.000000,0.400000,0.783900,0.793351
100.000000,6500.000000,0.410000,0.785777,0.795625
100.000000,6500.000000,0.420000,0.787882,0.798204
100.000000,6500.000000,0.430000,0.790269,0.801167
100.000000,6500.000000,0.440000,0.793019,0.804628
100.000000,6500.000000,0.450000,0.796260,0.808764
100.000000,6500.000000,0.460000,0.800207,0.813867
100.000000,6500.000000,0.470000,0.805278,0.820468
100.000000,6500.000000,0.480000,0.812445,0.829717
100.000000,6500.000000,0.490000,0.825000,0.844991
100.000000,6600.000000,0.000000,0.770582,0.776162
100.000000,6600.000000,0.010000,0.770379,0.776009
100.000000,6600.000000,0.020000,0.770195,0.775875
100.000000,6600.000000,0.030000,0.770032,0.775761
100.000000,6600.000000,0.040000,0.769888,0.775667
100.000000,6600.000000,0.050000,0.769766,0.775594
100.000000,6600.000000,0.060000,0.769664,0.775543
100.000000,6600.000000,0.070000,0.769585,0.775513
100.000000,6600.000000,0.080000,0.769527,0.775505
100.000000,6600.000000,0.090000,0.769493,0.775520
100.000000,6600.000000,0.100000,0.769482,0.775559
100.000000,6600.000000,0.110000,0.769495,0.775623
100.000000,6600.000000,0.120000,0.769533,0.775711
100.000000,6600.000000,0.130000,0.769596,0.775826
100.000000,6600.000000,0.140000,0.769685,0.775967
100.000000,6600.000000,0.150000,0.769802,0.776136
100.000000,6600.000000,0.160000,0.769947,0.776334
100.000000,6600.000000,0.170000,0.770121,0.776563
100.000000,6600.000000,0.180000,0.770325,0.776822
100.000000,6600.000000,0.190000,0.770561,0.777115
100.000000,6600.000000,0.200000,0.770829,0.777442
100.000000,6600.000000,0.210000,0.771132,0.777805
100.000000,6600.000000,0.220000,0.771470,0.778206
100.000000,6600.000000,0.230000,0.771846,0.778647
100.000000,6600.000000,0.240000,0.772260,0.779130
100.000000,6600.000000,0.250000,0.772716,0.779658
100.000000,6600.000000,0.260000,0.773216,0.780233
100.000000,6600.000000,0.270000,0.773762,0.780860
100.000000,6600.000000,0.280000,0.774356,0.781541
100.000000,6600.000000,0.290000,0.775003,0.782281
100.000000,6600.000000,0.300000,0.775705,0.783084
100.000000,6600.000000,0.310000,0.776468,0.783956
100.000000,6600.000000,0.320000,0.777294,0.784903
100.000000,6600.000000,0.330000,0.778192,0.785933
100.000000,6600.000000,0.340000,0.779165,0.787054
100.000000,6600.000000,0.350000,0.780223,0.788277
100.000000,6600.000000,0.360000,0.781374,0.789615
100.000000,6600.000000,0.370000,0.782629,0.791082
100.000000,6600.000000,0.380000,0.784002,0.792699
100.000000,6600.000000,0.390000,0.785510,0.794488
100.000000,6600.000000,0.400000,0.787174,0.796482
100.000000,6600.000000,0.410000,0.789023,0.798722
100.000000,6600.000000,0.420000,0.791096,0.801261
100.000000,6600.000000,0.430000,0.793447,0.804179
100.000000,6600.000000,0.440000,0.796155,0.807588
100.000000,6600.000000,0.450000,0.799347,0.811662
100.000000,6600.000000,0.460000,0.803234,0.816687
100.000000,6600.000000,0.470000,0.808228,0.823188
100.000000,6600.000000,0.480000,0.815287,0.832297
100.000000,6600.000000,0.490000,0.827652,0.847339
100.000000,6700.000000,0.000000,0.774006,0.779503
100.000000,6700.000000,0.010000,0.773806,0.779352
100.000000,6700.000000,0.020000,0.773625,0.779220
100.000000,6700.000000,0.030000,0.773464,0.779108
100.000000,6700.000000,0.040000,0.773323,0.779016
100.000000,6700.000000,0.050000,0.773202,0.778944
100.000000,6700.000000,0.060000,0.773102,0.778893
100.000000,6700.000000,0.070000,0.773024,0.778863
100.000000,6700.000000,0.080000,0.772967,0.778856
100.000000,6700.000000,0.090000,0.772933,0.778871
100.000000,6700.000000,0.100000,0.772922,0.778909
100.000000,6700.000000,0.110000,0.772935,0.778972
100.000000,6700.000000,0.120000,0.772972,0.779059
100.000000,6700.000000,0.130000,0.773035,0.779171
100.000000,6700.000000,0.140000,0.773123,0.779311
100.000000,6700.000000,0.150000,0.773238,0.779477
100.000000,6700.000000,0.160000,0.773381,0.779673
100.000000,6700.000000,0.170000,0.773552,0.779897
100.000000,6700.000000,0.180000,0.773753,0.780153
100.000000,6700.000000,0.190000,0.773985,0.780442
100.000000,6700.000000,0.200000,0.774250,0.780764
100.000000,6700.000000,0.210000,0.774548,0.781121
100.000000,6700.000000,0.220000,0.774881,0.781516
100.000000,6700.000000,0.230000,0.775251,0.781950
100.000000,6700.000000,0.240000,0.775659,0.782426
100.000000,6700.000000,0.250000,0.776109,0.782947
100.000000,6700.000000,0.260000,0.776601,0.783514
100.000000,6700.000000,0.270000,0.777138,0.784131
100.000000,6700.000000,0.280000,0.777724,0.784802
100.000000,6700.000000,0.290000,0.778361,0.785530
100.000000,6700.000000,0.300000,0.779053,0.786322
100.000000,6700.000000,0.310000,0.779804,0.787180
100.000000,6700.000000,0.320000,0.780618,0.788114
100.000000,6700.000000,0.330000,0.781502,0.789128
100.000000,6700.000000,0.340000,0.782461,0.790232
100.000000,6700.000000,0.350000,0.783503,0.791437
100.000000,6700.000000,0.360000,0.784637,0.792755
100.000000,6700.000000,0.370000,0.785873,0.794200
100.000000,6700.000000,0.380000,0.787226,0.795793
100.000000,6700.000000,0.390000,0.788711,0.797556
100.000000,6700.000000,0.400000,0.790351,0.799520
100.000000,6700.000000,0.410000,0.792172,0.801726
100.000000,6700.000000,0.420000,0.794214,0.804228
100.000000,6700.000000,0.430000,0.796530,0.807102
100.000000,6700.000000,0.440000,0.799198,0.810460
100.000000,6700.000000,0.450000,0.802341,0.814473
100.000000,6700.000000,0.460000,0.806171,0.819423
100.000000,6700.000000,0.470000,0.811090,0.825827
100.000000,6700.000000,0.480000,0.818044,0.834800
100.000000,6700.000000,0.490000,0.830224,0.849618
100.000000,6800.000000,0.000000,0.777330,0.782745
100.000000,6800.000000,0.010000,0.777132,0.782597
100.000000,6800.000000,0.020000,0.776954,0.782467
100.000000,6800.000000,0.030000,0.776795,0.782356
100.000000,6800.000000,0.040000,0.776656,0.782265
100.000000,6800.000000,0.050000,0.776537,0.782195
100.000000,6800.000000,0.060000,0.776439,0.782144
100.000000,6800.000000,0.070000,0.776362,0.782115
100.000000,6800.000000,0.080000,0.776306,0.782108
100.000000,6800.000000,0.090000,0.776273,0.782123
100.000000,6800.000000,0.100000,0.776262,0.782161
100.000000,6800.000000,0.110000,0.776274,0.782222
100.000000,6800.000000,0.120000,0.776311,0.782308
100.000000,6800.000000,0.130000,0.776372,0.782419
100.000000,6800.000000,0.140000,0.776459,0.782556
100.000000,6800.000000,0.150000,0.776573,0.782720
100.000000,6800.000000,0.160000,0.776713,0.782913
100.000000,6800.000000,0.170000,0.776882,0.783134
100.000000,6800.000000,0.180000,0.777080,0.783386
100.000000,6800.000000,0.190000,0.777309,0.783670
100.000000,6800.000000,0.200000,0.777570,0.783988
100.000000,6800.000000,0.210000,0.777863,0.784340
100.000000,6800.000000,0.220000,0.778192,0.784729
100.000000,6800.000000,0.230000,0.778556,0.785157
100.000000,6800.000000,0.240000,0.778959,0.785626
100.000000,6800.000000,0.250000,0.779401,0.786138
100.000000,6800.000000,0.260000,0.779886,0.786697
100.000000,6800.000000,0.270000,0.780416,0.787305
100.000000,6800.000000,0.280000,0.780993,0.787966
100.000000,6800.000000,0.290000,0.781620,0.788684
100.000000,6800.000000,0.300000,0.782302,0.789464
100.000000,6800.000000,0.310000,0.783042,0.790310
100.000000,6800.000000,0.320000,0.783845,0.791230
100.000000,6800.000000,0.330000,0.784715,0.792229
100.000000,6800.000000,0.340000,0.785660,0.793317
100.000000,6800.000000,0.350000,0.786687,0.794504
100.000000,6800.000000,0.360000,0.787804,0.795803
100.000000,6800.000000,0.370000,0.789022,0.797227
100.000000,6800.000000,0.380000,0.790355,0.798796
100.000000,6800.000000,0.390000,0.791818,0.800533
100.000000,6800.000000,0.400000,0.793434,0.802468
100.000000,6800.000000,0.410000,0.795228,0.804641
100.000000,6800.000000,0.420000,0.797240,0.807107
100.000000,6800.000000,0.430000,0.799522,0.809939
100.000000,6800.000000,0.440000,0.802151,0.813247
100.000000,6800.000000,0.450000,0.805248,0.817201
100.000000,6800.000000,0.460000,0.809021,0.822079
100.000000,6800.000000,0.470000,0.813868,0.828389
100.000000,6800.000000,0.480000,0.820720,0.837229
100.000000,6800.000000,0.490000,0.832721,0.851829
100.000000,6900.000000,0.000000,0.780557,0.785894
100.000000,6900.000000,0.010000,0.780362,0.785747
100.000000,6900.000000,0.020000,0.780187,0.785620
100.000000,6900.000000,0.030000,0.780030,0.785511
100.000000,6900.000000,0.040000,0.779893,0.785421
100.000000,6900.000000,0.050000,0.779776,0.785351
100.000000,6900.000000,0.060000,0.779679,0.785302
100.000000,6900.000000,0.070000,0.779603,0.785273
100.000000,6900.000000,0.080000,0.779548,0.785266
100.000000,6900.000000,0.090000,0.779515,0.785280
100.000000,6900.000000,0.100000,0.779504,0.785318
100.000000,6900.000000,0.110000,0.779517,0.785378
100.000000,6900.000000,0.120000,0.779553,0.785463
100.000000,6900.000000,0.130000,0.779613,0.785572
100.000000,6900.000000,0.140000,0.779699,0.785707
100.000000,6900.000000,0.150000,0.779811,0.785869
100.000000,6900.000000,0.160000,0.779949,0.786059
100.000000,6900.000000,0.170000,0.780116,0.786277
100.000000,6900.000000,0.180000,0.780311,0.786526
100.000000,6900.000000,0.190000,0.780537,0.786806
100.000000,6900.000000,0.200000,0.780793,0.787118
100.000000,6900.000000,0.210000,0.781083,0.787466
100.000000,6900.000000,0.220000,0.781406,0.787849
100.000000,6900.000000,0.230000,0.781765,0.788271
100.000000,6900.000000,0.240000,0.782162,0.788733
100.000000,6900.000000,0.250000,0.782598,0.789238
100.000000,6900.000000,0.260000,0.783076,0.789789
100.000000,6900.000000,0.270000,0.783598,0.790388
100.000000,6900.000000,0.280000,0.784167,0.791039
100.000000,6900.000000,0.290000,0.784785,0.791747
100.000000,6900.000000,0.300000,0.785457,0.792515
100.000000,6900.000000,0.310000,0.786186,0.793349
100.000000,6900.000000,0.320000,0.786977,0.794255
100.000000,6900.000000,0.330000,0.787835,0.795240
100.000000,6900.000000,0.340000,0.788767,0.796313
100.000000,6900.000000,0.350000,0.789778,0.797483
100.000000,6900.000000,0.360000,0.790879,0.798762
100.000000,6900.000000,0.370000,0.792080,0.800166
100.000000,6900.000000,0.380000,0.793393,0.801712
100.000000,6900.000000,0.390000,0.794836,0.803424
100.000000,6900.000000,0.400000,0.796427,0.805331
100.000000,6900.000000,0.410000,0.798196,0.807473
100.000000,6900.000000,0.420000,0.800179,0.809902
100.000000,6900.000000,0.430000,0.802427,0.812693
100.000000,6900.000000,0.440000,0.805018,0.815954
100.000000,6900.000000,0.450000,0.808071,0.819850
100.000000,6900.000000,0.460000,0.811789,0.824657
100.000000,6900.000000,0.470000,0.816566,0.830876
100.000000,6900.000000,0.480000,0.823318,0.839588
100.000000,6900.000000,0.490000,0.835145,0.853977
100.000000,7000.000000,0.000000,0.783692,0.788953
100.000000,7000.000000,0.010000,0.783500,0.788808
100.000000,7000.000000,0.020000,0.783327,0.788682
100.000000,7000.000000,0.030000,0.783173,0.788575
100.000000,7000.000000,0.040000,0.783037,0.788486
100.000000,7000.000000,0.050000,0.782922,0.788418
100.000000,7000.000000,0.060000,0.782826,0.788369
100.000000,7000.000000,0.070000,0.782751,0.788341
100.000000,7000.000000,0.080000,0.782697,0.788333
100.000000,7000.000000,0.090000,0.782665,0.788348
100.000000,7000.000000,0.100000,0.782654,0.788385
100.000000,7000.000000,0.110000,0.782667,0.788444
100.000000,7000.000000,0.120000,0.782702,0.788528
100.000000,7000.000000,0.130000,0.782762,0.788636
100.000000,7000.000000,0.140000,0.782846,0.788769
100.000000,7000.000000,0.150000,0.782956,0.788928
100.000000,7000.000000,0.160000,0.783093,0.789115
100.000000,7000.000000,0.170000,0.783257,0.789330
100.000000,7000.000000,0.180000,0.783450,0.789575
100.000000,7000.000000,0.190000,0.783672,0.789851
100.000000,7000.000000,0.200000,0.783925,0.790159
100.000000,7000.000000,0.210000,0.784210,0.790502
100.000000,7000.000000,0.220000,0.784529,0.790880
100.000000,7000.000000,0.230000,0.784883,0.791295
100.000000,7000.000000,0.240000,0.785274,0.791751
100.000000,7000.000000,0.250000,0.785704,0.792249
100.000000,7000.000000,0.260000,0.786175,0.792792
100.000000,7000.000000,0.270000,0.786689,0.793382
100.000000,7000.000000,0.280000,0.787250,0.794024
100.000000,7000.000000,0.290000,0.787860,0.794722
100.000000,7000.000000,0.300000,0.788522,0.795479
100.000000,7000.000000,0.310000,0.789241,0.796301
100.000000,7000.000000,0.320000,0.790021,0.797194
100.000000,7000.000000,0.330000,0.790866,0.798165
100.000000,7000.000000,0.340000,0.791784,0.799223
100.000000,7000.000000,0.350000,0.792782,0.800376
100.000000,7000.000000,0.360000,0.793867,0.801637
100.000000,7000.000000,0.370000,0.795050,0.803020
100.000000,7000.000000,0.380000,0.796345,0.804544
100.000000,7000.000000,0.390000,0.797766,0.806232
100.000000,7000.000000,0.400000,0.799336,0.808112
100.000000,7000.000000,0.410000,0.801079,0.810223
100.000000,7000.000000,0.420000,0.803033,0.812618
100.000000,7000.000000,0.430000,0.805250,0.815369
100.000000,7000.000000,0.440000,0.807803,0.818583
100.000000,7000.000000,0.450000,0.810812,0.822424
100.000000,7000.000000,0.460000,0.814478,0.827162
100.000000,7000.000000,0.470000,0.819186,0.833292
100.000000,7000.000000,0.480000,0.825842,0.841880
100.000000,7000.000000,0.490000,0.837500,0.856063
100.000000,7100.000000,0.000000,0.786738,0.791925
100.000000,7100.000000,0.010000,0.786549,0.791783
100.000000,7100.000000,0.020000,0.786379,0.791658
100.000000,7100.000000,0.030000,0.786226,0.791553
100.000000,7100.000000,0.040000,0.786093,0.791465
100.000000,7100.000000,0.050000,0.785979,0.791398
100.000000,7100.000000,0.060000,0.785885,0.791350
100.000000,7100.000000,0.070000,0.785811,0.791322
100.000000,7100.000000,0.080000,0.785758,0.791315
100.000000,7100.000000,0.090000,0.785726,0.791329
100.000000,7100.000000,0.100000,0.785716,0.791365
100.000000,7100.000000,0.110000,0.785728,0.791424
100.000000,7100.000000,0.120000,0.785763,0.791506
100.000000,7100.000000,0.130000,0.785821,0.791612
100.000000,7100.000000,0.140000,0.785905,0.791744
100.000000,7100.000000,0.150000,0.786013,0.791901
100.000000,7100.000000,0.160000,0.786148,0.792085
100.000000,7100.000000,0.170000,0.786310,0.792298
100.000000,7100.000000,0.180000,0.786500,0.792539
100.000000,7100.000000,0.190000,0.786719,0.792811
100.000000,7100.000000,0.200000,0.786968,0.793115
100.000000,7100.000000,0.210000,0.787249,0.793452
100.000000,7100.000000,0.220000,0.787564,0.793825
100.000000,7100.000000,0.230000,0.787913,0.794235
100.000000,7100.000000,0.240000,0.788298,0.794684
100.000000,7100.000000,0.250000,0.788722,0.795175
100.000000,7100.000000,0.260000,0.789187,0.795710
